,district,type,metro_num,S,mon_price,聚类类别
0,徐汇,整租,173.0,42.0,4830,高端房源
1,徐汇,整租,757.0,68.65,5130,高端房源
2,徐汇,整租,236.0,30.37,4690,高端房源
3,徐汇,整租,243.0,49.15,4790,高端房源
4,徐汇,整租,488.0,33.17,4490,高端房源
5,徐汇,整租,552.0,71.45,6130,豪宅
6,徐汇,整租,200.0,23.09,3960,高端房源
7,徐汇,整租,547.0,34.71,4530,高端房源
8,徐汇,整租,782.0,54.0,5190,高端房源
9,徐汇,整租,188.0,40.76,6130,高端房源
10,徐汇,整租,423.0,32.5,5970,高端房源
11,徐汇,整租,281.0,41.23,4690,高端房源
12,徐汇,整租,552.0,64.0,5160,高端房源
13,徐汇,整租,188.0,33.72,4730,高端房源
14,徐汇,整租,379.0,59.91,4560,高端房源
15,徐汇,整租,188.0,36.37,4230,高端房源
16,徐汇,整租,173.0,40.0,4590,高端房源
17,徐汇,整租,188.0,41.0,4490,高端房源
18,徐汇,整租,321.0,33.21,4560,高端房源
19,徐汇,整租,227.0,32.1,5690,高端房源
20,徐汇,整租,85.0,33.0,4490,高端房源
21,徐汇,整租,386.0,41.0,4360,高端房源
22,徐汇,整租,90.0,42.0,4990,高端房源
23,徐汇,整租,90.0,45.93,5160,高端房源
24,徐汇,整租,252.0,33.86,4960,高端房源
25,徐汇,整租,146.0,35.04,4760,高端房源
26,徐汇,整租,766.0,45.0,4300,高端房源
27,徐汇,整租,234.0,32.0,4560,高端房源
28,徐汇,整租,350.0,33.92,4390,高端房源
29,徐汇,整租,386.0,57.0,5490,高端房源
30,徐汇,整租,307.0,39.0,4590,高端房源
31,徐汇,整租,411.0,44.0,4460,高端房源
32,徐汇,整租,766.0,41.0,3860,高端房源
33,徐汇,整租,602.0,48.02,4390,高端房源
34,徐汇,整租,817.0,54.54,5490,高端房源
35,徐汇,整租,354.0,32.39,4590,高端房源
36,徐汇,整租,137.0,36.35,5060,高端房源
37,徐汇,整租,505.0,41.75,4490,高端房源
38,徐汇,整租,423.0,47.88,6890,高端房源
39,徐汇,整租,423.0,47.88,6930,高端房源
40,徐汇,整租,392.0,45.97,5100,高端房源
41,徐汇,整租,350.0,29.39,4490,高端房源
42,徐汇,整租,782.0,33.0,3860,高端房源
43,徐汇,整租,354.0,33.0,4730,高端房源
44,徐汇,整租,392.0,36.0,4990,高端房源
45,徐汇,整租,392.0,37.6,4990,高端房源
46,徐汇,整租,898.0,37.5,3860,高端房源
47,徐汇,整租,461.0,41.0,4900,高端房源
48,徐汇,整租,434.0,56.74,5590,高端房源
49,徐汇,整租,488.0,35.99,4460,高端房源
50,徐汇,整租,90.0,48.5,6290,高端房源
51,徐汇,整租,90.0,47.72,6260,高端房源
52,徐汇,整租,326.0,32.1,4890,高端房源
53,徐汇,整租,281.0,34.9,5090,高端房源
54,徐汇,整租,573.0,54.0,5560,高端房源
55,徐汇,整租,90.0,33.0,4490,高端房源
56,徐汇,整租,227.0,38.0,5260,高端房源
57,徐汇,整租,612.0,35.0,4530,高端房源
58,徐汇,整租,419.0,39.56,4990,高端房源
59,徐汇,整租,122.0,61.21,6190,豪宅
60,徐汇,整租,200.0,45.03,6060,高端房源
61,徐汇,整租,183.0,47.44,6290,高端房源
62,徐汇,整租,529.0,32.0,4790,高端房源
63,徐汇,整租,327.0,32.97,5060,高端房源
64,徐汇,整租,227.0,52.74,6390,高端房源
65,徐汇,整租,173.0,52.0,5490,高端房源
66,徐汇,整租,236.0,32.18,5390,高端房源
67,徐汇,整租,363.0,57.12,6290,高端房源
68,徐汇,整租,738.0,38.19,4560,高端房源
69,徐汇,整租,498.0,37.39,5190,高端房源
70,徐汇,整租,780.0,39.5,4530,高端房源
71,徐汇,整租,749.0,35.0,4560,高端房源
72,徐汇,整租,748.0,45.0,4990,高端房源
73,徐汇,整租,748.0,45.0,4890,高端房源
74,徐汇,整租,917.0,47.56,4560,高端房源
75,徐汇,整租,188.0,31.0,4360,高端房源
76,徐汇,整租,327.0,55.11,7160,豪宅
77,徐汇,整租,490.0,47.0,5990,高端房源
78,徐汇,整租,517.0,22.0,4660,高端房源
79,徐汇,整租,282.0,15.0,5390,高端房源
80,徐汇,整租,531.0,37.77,5190,高端房源
81,徐汇,整租,188.0,58.31,6830,豪宅
82,徐汇,整租,782.0,36.53,4660,高端房源
83,徐汇,整租,293.0,48.35,6570,高端房源
84,徐汇,整租,503.0,29.0,4860,高端房源
85,徐汇,整租,317.0,65.0,7240,豪宅
86,徐汇,整租,279.0,69.98,6590,豪宅
87,徐汇,整租,513.0,34.33,5090,高端房源
88,徐汇,整租,200.0,33.83,4790,高端房源
89,徐汇,整租,791.0,62.28,5690,高端房源
90,徐汇,整租,614.0,30.0,4890,高端房源
91,徐汇,整租,319.0,32.0,5590,高端房源
92,徐汇,整租,1007.0,59.7,5390,高端房源
93,徐汇,整租,329.0,37.17,5730,高端房源
94,徐汇,整租,517.0,29.0,5390,高端房源
95,徐汇,整租,227.0,55.47,6890,豪宅
96,徐汇,整租,554.0,36.31,4230,高端房源
97,徐汇,整租,1293.0,55.0,4990,高端房源
98,徐汇,整租,673.0,70.78,6260,豪宅
99,徐汇,整租,789.0,45.0,5290,高端房源
100,徐汇,整租,321.0,88.2,10470,豪宅
101,徐汇,整租,406.0,29.76,4260,高端房源
102,徐汇,整租,1425.0,75.0,5290,豪宅
103,徐汇,整租,748.0,30.0,4890,高端房源
104,徐汇,整租,589.0,34.35,5290,高端房源
105,徐汇,整租,278.0,82.38,7890,豪宅
106,徐汇,整租,567.0,129.14,10560,豪宅
107,徐汇,整租,157.0,36.6,5290,高端房源
108,徐汇,整租,503.0,36.0,5460,高端房源
109,徐汇,整租,1581.0,42.0,3730,高端房源
110,徐汇,整租,1134.0,62.7,5590,高端房源
111,徐汇,整租,157.0,40.0,5590,高端房源
112,徐汇,整租,1149.0,42.0,4560,高端房源
113,徐汇,整租,317.0,63.7,6030,豪宅
114,徐汇,整租,1170.0,42.55,4460,高端房源
115,徐汇,整租,554.0,63.75,8030,豪宅
116,徐汇,整租,614.0,70.0,5990,豪宅
117,徐汇,整租,715.0,48.0,5890,高端房源
118,徐汇,整租,432.0,35.07,5490,高端房源
119,徐汇,整租,748.0,29.0,4930,高端房源
120,徐汇,整租,748.0,34.32,5090,高端房源
121,徐汇,整租,667.0,49.72,4460,高端房源
122,徐汇,整租,517.0,63.9,6990,豪宅
123,徐汇,整租,327.0,48.48,6890,高端房源
124,徐汇,整租,524.0,15.6,4560,高端房源
125,徐汇,整租,104.0,64.0,7530,豪宅
126,徐汇,整租,951.0,32.06,3930,高端房源
127,徐汇,整租,529.0,35.0,4890,高端房源
128,徐汇,整租,1702.0,42.0,3730,高端房源
129,徐汇,整租,1508.0,81.0,5500,豪宅
130,徐汇,整租,122.0,84.0,8390,豪宅
131,徐汇,整租,236.0,28.14,5260,高端房源
132,徐汇,整租,503.0,27.6,4760,高端房源
133,徐汇,整租,1647.0,33.46,3790,高端房源
134,徐汇,整租,1764.0,35.98,3630,交通不便普通
135,徐汇,整租,173.0,37.0,4860,高端房源
136,徐汇,整租,782.0,70.0,6880,豪宅
137,徐汇,整租,240.0,41.0,6830,高端房源
138,徐汇,整租,104.0,54.64,7430,豪宅
139,徐汇,整租,381.0,29.27,5290,高端房源
140,徐汇,整租,360.0,40.0,5460,高端房源
141,徐汇,整租,748.0,60.0,6660,豪宅
142,徐汇,整租,544.0,51.44,6090,高端房源
143,徐汇,整租,252.0,35.3,4830,高端房源
144,徐汇,整租,1921.0,40.0,3690,交通不便普通
145,徐汇,整租,184.0,51.0,7390,豪宅
146,徐汇,整租,404.0,61.0,7690,豪宅
147,徐汇,整租,541.0,39.66,6690,高端房源
148,徐汇,整租,48.0,104.66,16230,豪宅
149,徐汇,整租,614.0,60.0,6590,豪宅
150,徐汇,整租,817.0,74.0,7090,豪宅
151,徐汇,整租,1149.0,41.0,4490,高端房源
152,徐汇,整租,531.0,28.34,5290,高端房源
153,徐汇,整租,480.0,45.03,5530,高端房源
154,徐汇,整租,540.0,50.0,7590,豪宅
155,徐汇,整租,314.0,37.95,6000,高端房源
156,徐汇,整租,2148.0,45.0,3930,交通不便普通
157,徐汇,整租,1134.0,28.5,4390,高端房源
158,徐汇,整租,67.0,32.0,7790,高端房源
159,徐汇,整租,119.0,140.0,10490,豪宅
160,徐汇,整租,87.0,55.73,5790,高端房源
161,徐汇,整租,589.0,25.54,4660,高端房源
162,徐汇,整租,531.0,34.0,4990,高端房源
163,徐汇,整租,608.0,62.12,7690,豪宅
164,徐汇,整租,321.0,26.0,5390,高端房源
165,徐汇,整租,276.0,95.0,9930,豪宅
167,徐汇,整租,311.0,59.78,8390,豪宅
168,徐汇,整租,253.0,135.01,12660,豪宅
169,徐汇,整租,358.0,84.6,11360,豪宅
170,徐汇,整租,554.0,112.0,8990,豪宅
171,徐汇,整租,1559.0,41.71,3930,高端房源
172,徐汇,整租,406.0,53.19,6590,高端房源
173,徐汇,整租,176.0,69.07,9360,豪宅
174,徐汇,整租,614.0,29.66,5300,高端房源
175,徐汇,整租,293.0,61.57,7290,豪宅
176,徐汇,整租,176.0,80.01,9890,豪宅
177,徐汇,整租,520.0,50.06,7590,豪宅
178,徐汇,整租,253.0,125.0,12890,豪宅
179,徐汇,整租,188.0,86.0,10590,豪宅
181,徐汇,整租,176.0,95.0,11790,豪宅
182,徐汇,整租,341.0,129.0,12890,豪宅
183,徐汇,整租,546.0,95.0,10630,豪宅
184,徐汇,整租,486.0,93.62,10490,豪宅
185,徐汇,整租,280.0,95.29,11790,豪宅
186,徐汇,整租,686.0,117.0,12090,豪宅
187,徐汇,整租,650.0,59.91,9360,豪宅
188,徐汇,整租,416.0,92.22,10900,豪宅
189,徐汇,整租,628.0,67.0,9890,豪宅
190,徐汇,整租,388.0,60.74,8590,豪宅
191,徐汇,整租,388.0,60.47,8860,豪宅
192,徐汇,整租,344.0,85.13,14990,豪宅
193,徐汇,整租,641.0,78.0,4630,豪宅
194,徐汇,整租,326.0,40.86,5070,高端房源
195,徐汇,整租,547.0,28.66,4490,高端房源
196,徐汇,整租,780.0,37.02,4490,高端房源
197,徐汇,整租,490.0,30.0,4390,高端房源
198,徐汇,整租,554.0,51.38,5160,高端房源
199,徐汇,整租,188.0,43.16,6260,高端房源
200,徐汇,整租,243.0,63.1,6590,豪宅
201,徐汇,整租,188.0,31.68,4660,高端房源
202,徐汇,整租,143.0,62.89,7130,豪宅
203,徐汇,整租,379.0,52.96,6430,高端房源
204,徐汇,整租,589.0,34.35,5290,高端房源
205,徐汇,整租,222.0,37.25,4590,高端房源
206,徐汇,整租,231.0,80.92,7660,豪宅
207,徐汇,整租,386.0,41.0,4460,高端房源
208,徐汇,整租,281.0,55.95,7390,豪宅
209,徐汇,整租,817.0,79.84,6990,豪宅
210,徐汇,整租,339.0,37.88,5390,高端房源
211,徐汇,整租,243.0,48.69,5530,高端房源
212,徐汇,整租,234.0,30.0,4690,高端房源
213,徐汇,整租,505.0,56.01,5360,高端房源
214,徐汇,整租,98.0,36.0,5290,高端房源
215,徐汇,整租,59.0,30.0,4530,高端房源
216,徐汇,整租,782.0,60.0,5190,高端房源
217,徐汇,整租,602.0,41.0,4230,高端房源
218,徐汇,整租,758.0,55.0,4290,高端房源
219,徐汇,整租,766.0,57.72,5660,高端房源
220,徐汇,整租,252.0,35.3,4660,高端房源
221,徐汇,整租,191.0,82.0,7190,豪宅
222,徐汇,整租,363.0,37.22,4890,高端房源
223,徐汇,整租,157.0,41.45,5590,高端房源
224,徐汇,整租,254.0,51.97,6690,高端房源
225,徐汇,整租,431.0,37.59,4990,高端房源
226,徐汇,整租,1196.0,60.0,4890,高端房源
227,徐汇,整租,157.0,60.0,6930,豪宅
228,徐汇,整租,531.0,22.7,4290,高端房源
229,徐汇,整租,527.0,47.61,5390,高端房源
230,徐汇,整租,881.0,54.2,4890,高端房源
231,徐汇,整租,1149.0,50.75,4390,高端房源
232,徐汇,整租,329.0,48.0,6160,高端房源
233,徐汇,整租,614.0,35.0,4890,高端房源
234,徐汇,整租,830.0,39.0,4560,高端房源
235,徐汇,整租,329.0,63.76,6990,豪宅
236,徐汇,整租,531.0,37.0,5490,高端房源
237,徐汇,整租,614.0,49.78,6130,高端房源
238,徐汇,整租,518.0,42.56,5860,高端房源
239,徐汇,整租,374.0,43.27,6220,高端房源
240,徐汇,整租,87.0,56.25,6890,豪宅
241,徐汇,整租,350.0,69.22,7690,豪宅
242,徐汇,整租,541.0,39.66,6230,高端房源
243,徐汇,整租,517.0,45.3,6690,高端房源
244,徐汇,整租,431.0,50.0,7160,豪宅
245,徐汇,整租,243.0,89.0,9730,豪宅
246,徐汇,整租,677.0,48.0,5090,高端房源
247,徐汇,整租,188.0,67.0,9490,豪宅
248,徐汇,整租,423.0,45.41,6290,高端房源
249,徐汇,整租,184.0,56.0,7630,豪宅
250,徐汇,整租,1921.0,38.0,3690,交通不便普通
251,徐汇,整租,280.0,104.85,10490,豪宅
252,闵行,整租,259.0,95.0,3860,豪宅
253,闵行,整租,506.0,69.61,4590,高端房源
254,闵行,整租,256.0,59.08,3030,高端房源
255,闵行,整租,299.0,80.0,3990,高端房源
256,闵行,整租,340.0,32.8,3790,高端房源
257,闵行,整租,256.0,38.0,2460,高端房源
258,闵行,整租,643.0,72.0,2890,高端房源
259,闵行,整租,1137.0,35.62,2590,高端房源
260,闵行,整租,553.0,43.92,3990,高端房源
261,闵行,整租,256.0,34.83,2460,高端房源
262,闵行,整租,695.0,60.71,4530,高端房源
263,闵行,整租,526.0,37.09,3990,高端房源
264,闵行,整租,704.0,62.38,4790,高端房源
265,闵行,整租,283.0,65.44,5990,豪宅
266,闵行,整租,643.0,71.0,3390,高端房源
267,闵行,整租,339.0,36.49,4590,高端房源
268,闵行,整租,784.0,80.0,3730,高端房源
269,闵行,整租,283.0,66.14,6230,豪宅
270,闵行,整租,643.0,49.0,2530,高端房源
271,闵行,整租,846.0,74.79,3290,高端房源
272,闵行,整租,695.0,54.44,4630,高端房源
273,闵行,整租,841.0,69.13,3590,高端房源
274,闵行,整租,841.0,70.0,3630,高端房源
275,闵行,整租,841.0,70.0,3630,高端房源
276,闵行,整租,1443.0,30.0,2490,交通不便普通
277,闵行,整租,806.0,55.0,2960,高端房源
278,闵行,整租,1182.0,90.0,3590,豪宅
279,闵行,整租,798.0,53.04,3230,高端房源
280,闵行,整租,841.0,70.0,3590,高端房源
282,闵行,整租,841.0,70.0,3590,高端房源
283,闵行,整租,841.0,70.0,3590,高端房源
284,闵行,整租,841.0,70.0,3590,高端房源
285,闵行,整租,841.0,70.0,3590,高端房源
286,闵行,整租,841.0,72.0,3590,高端房源
287,闵行,整租,841.0,71.0,3460,高端房源
288,闵行,整租,225.0,93.0,5600,豪宅
289,闵行,整租,792.0,74.03,5790,豪宅
290,闵行,整租,1497.0,47.17,3590,高端房源
291,闵行,整租,841.0,55.0,2790,高端房源
292,闵行,整租,841.0,55.0,2790,高端房源
293,闵行,整租,846.0,60.0,2860,高端房源
294,闵行,整租,995.0,62.0,3160,高端房源
295,闵行,整租,841.0,66.0,3590,高端房源
296,闵行,整租,841.0,66.0,3590,高端房源
297,闵行,整租,841.0,70.0,3630,高端房源
298,闵行,整租,1117.0,71.0,3490,高端房源
299,闵行,整租,841.0,50.0,2890,高端房源
300,闵行,整租,144.0,45.0,4530,高端房源
301,闵行,整租,104.0,67.16,5590,豪宅
302,闵行,整租,1379.0,62.12,4330,高端房源
303,闵行,整租,1379.0,62.7,4230,高端房源
304,闵行,整租,501.0,77.17,6500,豪宅
305,闵行,整租,335.0,37.0,3800,高端房源
306,闵行,整租,187.0,62.0,5530,高端房源
307,闵行,整租,104.0,64.64,5590,高端房源
308,闵行,整租,1503.0,80.46,4690,豪宅
309,闵行,整租,187.0,42.0,4590,高端房源
310,闵行,整租,144.0,45.0,4790,高端房源
311,闵行,整租,798.0,52.9,3160,高端房源
312,闵行,整租,1137.0,53.0,3390,高端房源
313,闵行,整租,746.0,99.95,5390,豪宅
314,闵行,整租,423.0,58.0,4990,高端房源
315,闵行,整租,1452.0,73.6,3090,高端房源
316,闵行,整租,694.0,61.0,4690,高端房源
317,闵行,整租,694.0,44.0,3750,高端房源
318,闵行,整租,1137.0,47.0,3390,高端房源
319,闵行,整租,693.0,49.0,3390,高端房源
320,闵行,整租,870.0,56.0,4250,高端房源
321,闵行,整租,423.0,57.0,5190,高端房源
322,闵行,整租,1699.0,74.07,4990,豪宅
323,闵行,整租,539.0,67.0,5330,高端房源
324,闵行,整租,695.0,55.0,4590,高端房源
325,闵行,整租,315.0,39.96,4450,高端房源
326,闵行,整租,746.0,98.0,5690,豪宅
327,闵行,整租,1443.0,62.0,3530,高端房源
328,闵行,整租,891.0,64.54,4790,高端房源
329,闵行,整租,742.0,42.0,3890,高端房源
330,闵行,整租,600.0,40.0,4190,高端房源
331,闵行,整租,359.0,41.0,4630,高端房源
332,闵行,整租,888.0,48.0,3990,高端房源
333,闵行,整租,1078.0,67.72,4590,高端房源
334,闵行,整租,142.0,68.0,6290,豪宅
335,闵行,整租,507.0,90.02,7690,豪宅
336,闵行,整租,726.0,70.0,5390,豪宅
337,闵行,整租,74.0,58.7,5800,高端房源
338,闵行,整租,1022.0,69.13,6230,豪宅
339,闵行,整租,1022.0,69.63,6230,豪宅
340,闵行,整租,526.0,44.16,4500,高端房源
341,闵行,整租,794.0,60.0,5090,高端房源
342,闵行,整租,200.0,62.0,6050,豪宅
343,闵行,整租,488.0,60.94,5790,高端房源
344,闵行,整租,488.0,41.0,4730,高端房源
345,闵行,整租,1478.0,55.75,2830,高端房源
346,闵行,整租,507.0,110.73,6930,豪宅
347,闵行,整租,1292.0,50.0,3590,高端房源
348,闵行,整租,853.0,59.85,6430,豪宅
349,闵行,整租,353.0,58.61,5500,高端房源
350,闵行,整租,1094.0,56.0,4060,高端房源
351,闵行,整租,741.0,55.6,4690,高端房源
352,闵行,整租,1206.0,55.0,2790,高端房源
354,闵行,整租,746.0,60.0,4990,高端房源
355,闵行,整租,1544.0,92.0,4390,豪宅
356,闵行,整租,1497.0,35.0,2760,交通不便普通
357,闵行,整租,791.0,38.0,4130,高端房源
358,闵行,整租,934.0,61.34,4860,高端房源
359,闵行,整租,695.0,50.0,4860,高端房源
360,闵行,整租,569.0,51.0,5100,高端房源
361,闵行,整租,413.0,59.09,5560,高端房源
362,闵行,整租,74.0,56.13,6230,高端房源
363,闵行,整租,1443.0,45.0,3500,高端房源
364,闵行,整租,1497.0,29.0,2590,交通不便普通
365,闵行,整租,501.0,105.0,7390,豪宅
366,闵行,整租,669.0,55.0,4190,高端房源
367,闵行,整租,469.0,52.5,5660,高端房源
368,闵行,整租,669.0,114.0,7290,豪宅
369,闵行,整租,758.0,35.84,4290,高端房源
370,闵行,整租,741.0,71.76,5490,豪宅
371,闵行,整租,681.0,60.0,4730,高端房源
372,闵行,整租,1092.0,40.87,3990,高端房源
373,闵行,整租,488.0,61.0,6100,豪宅
374,闵行,整租,827.0,65.0,5430,高端房源
375,闵行,整租,741.0,55.03,4690,高端房源
376,闵行,整租,1184.0,68.0,4960,高端房源
377,闵行,整租,1639.0,58.0,2890,高端房源
378,闵行,整租,594.0,48.0,5060,高端房源
379,闵行,整租,848.0,48.0,4560,高端房源
380,闵行,整租,1313.0,77.0,4990,豪宅
381,闵行,整租,727.0,38.85,4550,高端房源
382,闵行,整租,315.0,37.93,4260,高端房源
383,闵行,整租,826.0,61.24,5460,高端房源
384,闵行,整租,853.0,61.0,5560,高端房源
385,闵行,整租,1313.0,47.0,3690,高端房源
386,闵行,整租,501.0,77.17,6260,豪宅
387,闵行,整租,1156.0,70.0,5360,豪宅
388,闵行,整租,1211.0,37.11,3660,高端房源
389,闵行,整租,1313.0,41.0,3690,高端房源
390,闵行,整租,1092.0,60.55,5260,高端房源
391,闵行,整租,1932.0,70.0,3590,高端房源
392,闵行,整租,697.0,97.96,7230,豪宅
393,闵行,整租,1319.0,46.0,3960,高端房源
394,闵行,整租,722.0,70.48,6380,豪宅
395,闵行,整租,469.0,52.0,5800,高端房源
396,闵行,整租,441.0,37.2,5060,高端房源
397,闵行,整租,1706.0,56.0,3560,高端房源
398,闵行,整租,741.0,55.6,4590,高端房源
399,闵行,整租,1425.0,50.0,4390,高端房源
400,闵行,整租,798.0,40.47,2660,高端房源
401,闵行,整租,1211.0,33.84,3660,高端房源
402,闵行,整租,1313.0,36.0,3760,高端房源
403,闵行,整租,359.0,38.23,4690,高端房源
404,闵行,整租,853.0,59.77,5630,高端房源
405,闵行,整租,2109.0,59.76,3130,交通不便普通
406,闵行,整租,1659.0,60.0,4390,高端房源
407,闵行,整租,525.0,40.28,4490,高端房源
408,闵行,整租,529.0,92.5,7500,豪宅
409,闵行,整租,1438.0,96.04,5990,豪宅
410,闵行,整租,1932.0,56.0,2990,高端房源
411,闵行,整租,1871.0,50.0,3390,高端房源
412,闵行,整租,900.0,56.0,5250,高端房源
413,闵行,整租,1699.0,82.0,5190,豪宅
414,闵行,整租,848.0,54.3,5760,高端房源
415,闵行,整租,1377.0,59.0,4890,高端房源
416,闵行,整租,523.0,45.53,3490,高端房源
417,闵行,整租,1699.0,68.0,4360,高端房源
418,闵行,整租,1425.0,60.0,3990,高端房源
419,闵行,整租,787.0,60.0,5290,高端房源
420,闵行,整租,1593.0,40.0,3700,高端房源
421,闵行,整租,523.0,43.0,3730,高端房源
422,闵行,整租,2241.0,74.0,3360,高端房源
423,闵行,整租,1301.0,66.0,5300,高端房源
424,闵行,整租,1233.0,47.0,4460,高端房源
425,闵行,整租,1871.0,48.0,3290,交通不便普通
426,闵行,整租,780.0,55.0,5860,高端房源
427,闵行,整租,669.0,125.0,8190,豪宅
428,闵行,整租,1857.0,50.0,3990,高端房源
429,闵行,整租,523.0,48.13,3790,高端房源
430,闵行,整租,1383.0,55.0,5090,高端房源
431,闵行,整租,1871.0,49.21,3490,高端房源
432,闵行,整租,1379.0,48.98,3430,高端房源
433,闵行,整租,1932.0,48.0,3230,交通不便普通
434,闵行,整租,507.0,49.76,6100,高端房源
435,闵行,整租,507.0,52.0,6250,高端房源
436,闵行,整租,780.0,59.94,5860,高端房源
437,闵行,整租,1107.0,57.0,5100,高端房源
439,闵行,整租,797.0,50.0,5000,高端房源
440,闵行,整租,339.0,62.84,5260,高端房源
441,闵行,整租,523.0,43.0,3990,高端房源
442,闵行,整租,1857.0,38.0,3590,交通不便普通
443,闵行,整租,727.0,36.72,4690,高端房源
444,闵行,整租,780.0,85.0,7690,豪宅
445,闵行,整租,816.0,96.45,7590,豪宅
446,闵行,整租,1402.0,16.0,4260,高端房源
449,闵行,整租,507.0,100.32,8300,豪宅
452,闵行,整租,706.0,79.0,7160,豪宅
454,闵行,整租,2104.0,53.0,3460,交通不便普通
455,闵行,整租,1650.0,65.0,4030,高端房源
457,闵行,整租,1377.0,60.0,4860,高端房源
459,闵行,整租,441.0,40.0,4600,高端房源
460,闵行,整租,441.0,40.0,4610,高端房源
461,闵行,整租,377.0,116.0,9400,豪宅
462,闵行,整租,1857.0,32.64,3730,交通不便普通
466,闵行,整租,413.0,67.17,6060,豪宅
467,闵行,整租,1288.0,67.0,5400,豪宅
468,闵行,整租,780.0,80.18,7690,豪宅
469,闵行,整租,900.0,30.0,5200,高端房源
472,闵行,整租,2286.0,69.0,4690,高端房源
473,闵行,整租,1382.0,94.59,6500,豪宅
475,闵行,整租,1383.0,49.0,5090,高端房源
480,闵行,整租,1932.0,75.0,4190,高端房源
481,闵行,整租,1991.0,73.19,5390,豪宅
483,闵行,整租,900.0,36.02,5150,高端房源
484,闵行,整租,900.0,35.0,5150,高端房源
485,闵行,整租,1277.0,57.08,5290,高端房源
490,闵行,整租,900.0,35.0,5250,高端房源
492,闵行,整租,798.0,53.0,3260,高端房源
493,闵行,整租,353.0,60.04,5400,高端房源
494,闵行,整租,704.0,47.36,4190,高端房源
495,闵行,整租,376.0,56.17,3660,高端房源
496,闵行,整租,359.0,49.0,4790,高端房源
497,闵行,整租,526.0,52.34,4860,高端房源
498,闵行,整租,784.0,75.89,3690,高端房源
499,闵行,整租,144.0,44.46,5060,高端房源
500,闵行,整租,507.0,50.02,4690,高端房源
501,闵行,整租,794.0,55.0,4490,高端房源
502,闵行,整租,704.0,46.0,4490,高端房源
503,闵行,整租,798.0,42.45,2730,高端房源
504,闵行,整租,1313.0,67.39,4430,高端房源
505,闵行,整租,1303.0,109.95,6270,豪宅
506,闵行,整租,692.0,75.75,6870,豪宅
507,闵行,整租,185.0,49.0,4490,高端房源
508,闵行,整租,695.0,79.0,6430,豪宅
509,闵行,整租,569.0,55.79,6260,高端房源
510,闵行,整租,644.0,68.0,6460,豪宅
511,闵行,整租,533.0,49.6,5960,高端房源
512,闵行,整租,870.0,47.0,3690,高端房源
513,闵行,整租,569.0,81.0,5960,豪宅
514,闵行,整租,315.0,39.96,4490,高端房源
515,闵行,整租,742.0,56.51,4790,高端房源
516,闵行,整租,359.0,62.0,5790,高端房源
517,闵行,整租,1457.0,53.59,4990,高端房源
518,闵行,整租,655.0,37.1,3690,高端房源
519,闵行,整租,526.0,44.16,4560,高端房源
520,闵行,整租,704.0,58.87,5090,高端房源
521,闵行,整租,816.0,65.0,6330,豪宅
522,浦东,整租,220.0,57.0,4290,高端房源
523,浦东,整租,144.0,71.7,4490,高端房源
524,浦东,整租,630.0,55.35,3060,高端房源
525,浦东,整租,395.0,61.89,4430,高端房源
526,浦东,整租,264.0,80.0,4660,豪宅
527,浦东,整租,271.0,62.72,4690,高端房源
528,浦东,整租,231.0,56.1,4090,高端房源
529,浦东,整租,334.0,56.1,3990,高端房源
530,浦东,整租,271.0,64.01,4690,高端房源
531,浦东,整租,271.0,53.46,4090,高端房源
532,浦东,整租,598.0,65.28,5790,豪宅
533,浦东,整租,131.0,30.68,4090,高端房源
534,浦东,整租,264.0,76.5,5030,豪宅
535,浦东,整租,1011.0,68.46,3830,高端房源
536,浦东,整租,153.0,51.09,5390,高端房源
537,浦东,整租,656.0,36.79,3590,高端房源
538,浦东,整租,636.0,64.28,4760,高端房源
539,浦东,整租,336.0,31.87,4190,高端房源
540,浦东,整租,905.0,62.92,4290,高端房源
541,浦东,整租,165.0,52.88,5660,高端房源
542,浦东,整租,704.0,45.64,4030,高端房源
543,浦东,整租,200.0,47.37,5460,高端房源
544,浦东,整租,328.0,46.0,5260,高端房源
545,浦东,整租,637.0,83.42,4930,豪宅
546,浦东,整租,275.0,54.0,5790,高端房源
547,浦东,整租,176.0,51.5,5990,高端房源
548,浦东,整租,672.0,72.82,7170,豪宅
549,浦东,整租,272.0,34.5,4630,高端房源
550,浦东,整租,1810.0,115.26,4790,豪宅
551,浦东,整租,96.0,35.02,5230,高端房源
552,浦东,整租,766.0,51.46,5070,高端房源
553,浦东,整租,440.0,54.0,4790,高端房源
554,浦东,整租,654.0,53.73,4760,高端房源
555,浦东,整租,796.0,52.78,4460,高端房源
556,浦东,整租,585.0,72.49,5830,豪宅
557,浦东,整租,327.0,24.1,4560,高端房源
558,浦东,整租,836.0,107.74,6460,豪宅
559,浦东,整租,323.0,52.05,5690,高端房源
560,浦东,整租,680.0,50.79,5130,高端房源
561,浦东,整租,327.0,32.54,4690,高端房源
562,浦东,整租,95.0,55.79,6530,高端房源
563,浦东,整租,247.0,35.0,5060,高端房源
564,浦东,整租,228.0,37.01,5160,高端房源
565,浦东,整租,630.0,55.0,3290,高端房源
566,浦东,整租,1160.0,45.69,3790,高端房源
567,浦东,整租,477.0,56.0,4000,高端房源
568,浦东,整租,366.0,65.0,4360,高端房源
569,浦东,整租,705.0,48.48,4490,高端房源
570,浦东,整租,720.0,64.0,3760,高端房源
571,浦东,整租,307.0,42.26,5460,高端房源
