,district,type,metro_num,S,mon_price,聚类类别,density
1415,松江,整租,682.0,74.0,4930,豪宅,2906
1416,松江,整租,1160.0,68.0,4130,高端房源,2906
1417,松江,整租,792.0,55.0,3990,高端房源,2906
1418,松江,整租,648.0,59.0,4090,高端房源,2906
1419,松江,整租,792.0,55.0,3890,高端房源,2906
1420,松江,整租,211.0,47.0,4830,高端房源,2906
1421,松江,整租,951.0,41.91,2730,高端房源,2906
1422,松江,整租,211.0,32.0,4190,高端房源,2906
1423,松江,整租,792.0,61.66,4090,高端房源,2906
1424,松江,整租,135.0,54.0,3290,高端房源,2906
1425,松江,整租,377.0,40.43,4290,高端房源,2906
1426,松江,整租,377.0,64.59,5390,高端房源,2906
1427,松江,整租,377.0,40.21,4230,高端房源,2906
1428,松江,整租,1239.0,67.0,3790,高端房源,2906
1429,松江,整租,751.0,66.15,4630,高端房源,2906
1430,松江,整租,1333.0,71.0,3660,高端房源,2906
1431,松江,整租,940.0,68.0,3760,高端房源,2906
1432,松江,整租,792.0,79.0,5160,豪宅,2906
1433,松江,整租,792.0,79.0,5090,豪宅,2906
1434,松江,整租,792.0,55.0,4060,高端房源,2906
1435,松江,整租,1344.0,44.55,2490,高端房源,2906
1436,松江,整租,1150.0,40.0,3690,高端房源,2906
1437,松江,整租,370.0,45.0,4990,高端房源,2906
1438,松江,整租,1154.0,70.2,4930,高端房源,2906
1439,松江,整租,1584.0,89.0,4290,豪宅,2906
1440,松江,整租,1618.0,60.0,3360,高端房源,2906
1441,松江,整租,1584.0,89.0,4630,豪宅,2906
1442,松江,整租,682.0,86.0,5560,豪宅,2906
1443,松江,整租,1618.0,72.0,3660,高端房源,2906
1444,松江,整租,1833.0,77.0,3590,高端房源,2906
1445,松江,整租,1584.0,88.0,4490,豪宅,2906
1446,松江,整租,1584.0,88.0,4530,豪宅,2906
1447,松江,整租,792.0,55.0,4130,高端房源,2906
1448,松江,整租,792.0,55.0,4030,高端房源,2906
1449,松江,整租,1618.0,60.0,3360,高端房源,2906
1450,松江,整租,1584.0,89.0,4790,豪宅,2906
1451,松江,整租,1713.0,68.0,3690,高端房源,2906
1452,松江,整租,1713.0,60.25,3360,高端房源,2906
1453,松江,整租,1244.0,60.0,4790,高端房源,2906
1454,松江,整租,1904.0,85.0,4490,豪宅,2906
1455,松江,整租,211.0,53.0,4530,高端房源,2906
1456,松江,整租,1160.0,90.0,4460,豪宅,2906
1457,松江,整租,951.0,41.91,2890,高端房源,2906
1458,松江,整租,951.0,41.89,2990,高端房源,2906
1459,松江,整租,1904.0,96.0,5030,豪宅,2906
1460,松江,整租,1904.0,96.68,4990,豪宅,2906
1461,松江,整租,1904.0,97.0,5330,豪宅,2906
1462,松江,整租,2026.0,78.78,4090,高端房源,2906
1463,松江,整租,951.0,44.0,2960,高端房源,2906
1464,松江,整租,951.0,44.51,2960,高端房源,2906
1465,松江,整租,951.0,44.0,2990,高端房源,2906
1466,松江,整租,792.0,61.0,4090,高端房源,2906
1467,松江,整租,1904.0,85.0,4830,豪宅,2906
1468,松江,整租,951.0,41.9,3090,高端房源,2906
1469,松江,整租,1904.0,95.0,5230,豪宅,2906
1470,松江,整租,2406.0,32.0,2630,交通不便普通,2906
1471,松江,整租,2406.0,30.23,2730,交通不便普通,2906
1472,松江,整租,2058.0,82.74,5130,豪宅,2906
1473,松江,整租,2466.0,54.24,3230,交通不便普通,2906
1474,松江,整租,1344.0,37.08,2990,高端房源,2906
1475,松江,整租,1150.0,25.0,3230,高端房源,2906
1476,松江,整租,2287.0,93.98,5790,豪宅,2906
1477,松江,整租,2287.0,93.0,5790,豪宅,2906
1478,松江,整租,2287.0,93.0,5790,豪宅,2906
1479,松江,整租,2287.0,93.0,5490,豪宅,2906
1480,松江,整租,1584.0,54.32,3430,高端房源,2906
1481,松江,整租,278.0,54.8,3190,高端房源,2906
1482,松江,整租,432.0,90.0,4390,豪宅,2906
1483,松江,整租,432.0,68.7,3560,高端房源,2906
1484,松江,整租,578.0,72.0,3830,高端房源,2906
1485,松江,整租,703.0,60.01,3290,高端房源,2906
1486,松江,整租,439.0,58.13,4090,高端房源,2906
1487,松江,整租,166.0,105.0,5990,豪宅,2906
1488,松江,整租,792.0,61.0,4260,高端房源,2906
1489,松江,整租,1239.0,101.54,4730,豪宅,2906
1490,松江,整租,792.0,79.0,5160,豪宅,2906
1491,松江,整租,1160.0,90.99,4560,豪宅,2906
1492,松江,整租,1561.0,76.17,3630,高端房源,2906
1493,普陀,整租,952.0,86.0,5970,豪宅,23491
1494,普陀,整租,137.0,49.76,4360,高端房源,23491
1495,普陀,整租,504.0,63.72,4180,高端房源,23491
1496,普陀,整租,390.0,63.38,4490,高端房源,23491
1497,普陀,整租,170.0,47.17,4090,高端房源,23491
1498,普陀,整租,178.0,35.42,4260,高端房源,23491
1499,普陀,整租,785.0,43.0,3590,高端房源,23491
1500,普陀,整租,137.0,67.0,4590,高端房源,23491
1501,普陀,整租,137.0,67.0,4690,高端房源,23491
1502,普陀,整租,137.0,49.63,3690,高端房源,23491
1503,普陀,整租,137.0,54.0,4390,高端房源,23491
1504,普陀,整租,137.0,40.0,3660,高端房源,23491
1505,普陀,整租,241.0,64.0,4790,高端房源,23491
1506,普陀,整租,651.0,45.61,5190,高端房源,23491
1507,普陀,整租,355.0,65.65,4690,高端房源,23491
1508,普陀,整租,170.0,47.99,4060,高端房源,23491
1509,普陀,整租,137.0,47.0,4490,高端房源,23491
1510,普陀,整租,137.0,50.0,4690,高端房源,23491
1511,普陀,整租,752.0,32.39,4390,高端房源,23491
1512,普陀,整租,170.0,70.09,5590,豪宅,23491
1513,普陀,整租,942.0,34.51,3860,高端房源,23491
1514,普陀,整租,241.0,62.0,4790,高端房源,23491
1515,普陀,整租,219.0,36.32,3990,高端房源,23491
1516,普陀,整租,390.0,44.0,3960,高端房源,23491
1517,普陀,整租,445.0,41.0,3690,高端房源,23491
1518,普陀,整租,804.0,30.88,4290,高端房源,23491
1519,普陀,整租,241.0,62.0,4890,高端房源,23491
1520,普陀,整租,241.0,64.0,4860,高端房源,23491
1521,普陀,整租,156.0,35.0,4330,高端房源,23491
1522,普陀,整租,231.0,36.31,4190,高端房源,23491
1523,普陀,整租,342.0,36.0,3960,高端房源,23491
1524,普陀,整租,156.0,36.0,4330,高端房源,23491
1525,普陀,整租,328.0,38.0,3830,高端房源,23491
1526,普陀,整租,555.0,43.0,3630,高端房源,23491
1527,普陀,整租,380.0,45.6,4290,高端房源,23491
1528,普陀,整租,178.0,49.51,5100,高端房源,23491
1529,普陀,整租,74.0,57.55,5360,高端房源,23491
1530,普陀,整租,708.0,60.98,6090,豪宅,23491
1531,普陀,整租,212.0,34.08,4090,高端房源,23491
1532,普陀,整租,137.0,60.0,4690,高端房源,23491
1533,普陀,整租,396.0,40.0,4360,高端房源,23491
1534,普陀,整租,520.0,42.68,3990,高端房源,23491
1535,普陀,整租,800.0,40.0,3290,高端房源,23491
1536,普陀,整租,707.0,66.0,4690,高端房源,23491
1537,普陀,整租,584.0,47.2,4190,高端房源,23491
1538,普陀,整租,178.0,53.61,4160,高端房源,23491
1539,普陀,整租,390.0,28.86,3950,高端房源,23491
1540,普陀,整租,301.0,34.0,4060,高端房源,23491
1541,普陀,整租,380.0,47.55,4290,高端房源,23491
1542,普陀,整租,178.0,49.65,4690,高端房源,23491
1543,普陀,整租,529.0,35.0,3890,高端房源,23491
1544,普陀,整租,942.0,35.94,4460,高端房源,23491
1545,普陀,整租,667.0,98.96,8970,豪宅,23491
1546,普陀,整租,88.0,61.6,5960,高端房源,23491
1547,普陀,整租,555.0,30.0,3830,高端房源,23491
1548,普陀,整租,785.0,50.0,4430,高端房源,23491
1549,普陀,整租,520.0,30.75,3990,高端房源,23491
1550,普陀,整租,800.0,38.0,3490,高端房源,23491
1551,普陀,整租,800.0,57.27,4490,高端房源,23491
1552,普陀,整租,336.0,56.0,5490,高端房源,23491
1553,普陀,整租,158.0,39.0,4990,高端房源,23491
1554,普陀,整租,591.0,42.0,4230,高端房源,23491
1555,普陀,整租,632.0,42.0,4160,高端房源,23491
1556,普陀,整租,798.0,40.0,3930,高端房源,23491
1557,普陀,整租,291.0,29.54,4090,高端房源,23491
1558,普陀,整租,35.0,130.54,7990,豪宅,23491
1559,普陀,整租,461.0,66.27,7160,豪宅,23491
1560,普陀,整租,231.0,48.15,5460,高端房源,23491
1561,普陀,整租,379.0,34.0,4560,高端房源,23491
1562,普陀,整租,342.0,50.61,5560,高端房源,23491
1563,普陀,整租,560.0,59.76,5290,高端房源,23491
1564,普陀,整租,667.0,48.0,4160,高端房源,23491
1565,普陀,整租,337.0,35.5,4660,高端房源,23491
1566,普陀,整租,754.0,43.11,4160,高端房源,23491
1567,普陀,整租,348.0,64.0,5830,豪宅,23491
1568,普陀,整租,313.0,43.36,4860,高端房源,23491
1569,普陀,整租,599.0,37.0,4730,高端房源,23491
1570,普陀,整租,696.0,27.41,3830,高端房源,23491
1571,普陀,整租,584.0,46.4,5160,高端房源,23491
1572,普陀,整租,804.0,32.0,3760,高端房源,23491
1573,普陀,整租,834.0,33.0,3760,高端房源,23491
1574,普陀,整租,274.0,34.0,4990,高端房源,23491
1575,普陀,整租,258.0,33.6,4890,高端房源,23491
1576,普陀,整租,593.0,34.7,4260,高端房源,23491
1577,普陀,整租,618.0,33.22,4190,高端房源,23491
1578,普陀,整租,834.0,38.31,3960,高端房源,23491
1579,普陀,整租,620.0,36.0,4330,高端房源,23491
1580,普陀,整租,701.0,36.0,4090,高端房源,23491
1581,普陀,整租,620.0,35.0,4290,高端房源,23491
1582,普陀,整租,667.0,48.0,4390,高端房源,23491
1583,普陀,整租,511.0,36.92,4400,高端房源,23491
1584,普陀,整租,752.0,36.0,4190,高端房源,23491
1585,普陀,整租,667.0,65.0,5390,高端房源,23491
1586,普陀,整租,714.0,62.0,5260,高端房源,23491
1587,普陀,整租,968.0,41.0,3990,高端房源,23491
1588,普陀,整租,642.0,51.32,4400,高端房源,23491
1589,普陀,整租,550.0,58.69,4830,高端房源,23491
1590,普陀,整租,408.0,70.47,6290,豪宅,23491
1591,普陀,整租,632.0,46.42,5130,高端房源,23491
1592,普陀,整租,1355.0,76.0,4790,豪宅,23491
1593,普陀,整租,590.0,50.0,5530,高端房源,23491
1594,普陀,整租,496.0,62.0,5790,高端房源,23491
1595,普陀,整租,585.0,110.0,7560,豪宅,23491
1596,普陀,整租,440.0,38.86,4900,高端房源,23491
1597,普陀,整租,593.0,35.0,4630,高端房源,23491
1598,普陀,整租,809.0,71.63,6570,豪宅,23491
1599,普陀,整租,117.0,40.0,3790,高端房源,23491
1600,普陀,整租,701.0,40.0,4460,高端房源,23491
1601,普陀,整租,834.0,41.0,4260,高端房源,23491
1602,普陀,整租,954.0,53.85,4190,高端房源,23491
1603,普陀,整租,535.0,47.28,5190,高端房源,23491
1604,普陀,整租,74.0,68.0,7000,豪宅,23491
1605,普陀,整租,587.0,43.0,5360,高端房源,23491
1606,普陀,整租,713.0,33.5,3960,高端房源,23491
1607,普陀,整租,386.0,32.0,4690,高端房源,23491
1608,普陀,整租,439.0,48.41,4760,高端房源,23491
1609,普陀,整租,614.0,89.0,6390,豪宅,23491
1610,普陀,整租,1205.0,55.0,4090,高端房源,23491
1611,普陀,整租,74.0,78.65,7400,豪宅,23491
1612,普陀,整租,701.0,46.0,5130,高端房源,23491
1613,普陀,整租,396.0,88.0,6890,豪宅,23491
1614,普陀,整租,752.0,34.28,4390,高端房源,23491
1615,普陀,整租,609.0,33.94,4560,高端房源,23491
1616,普陀,整租,845.0,54.0,5190,高端房源,23491
1617,普陀,整租,614.0,80.0,6560,豪宅,23491
1618,普陀,整租,511.0,51.1,5660,高端房源,23491
1619,普陀,整租,396.0,55.0,6290,高端房源,23491
1620,普陀,整租,954.0,37.89,4030,高端房源,23491
1621,普陀,整租,405.0,45.0,5190,高端房源,23491
1622,普陀,整租,348.0,69.0,6260,豪宅,23491
1623,普陀,整租,1087.0,35.09,3890,高端房源,23491
1624,普陀,整租,977.0,42.63,4290,高端房源,23491
1625,普陀,整租,1130.0,42.11,3990,高端房源,23491
1626,普陀,整租,32.0,72.97,7000,豪宅,23491
1627,普陀,整租,1135.0,56.01,4190,高端房源,23491
1628,普陀,整租,500.0,42.24,5590,高端房源,23491
1629,普陀,整租,1575.0,124.33,7760,豪宅,23491
1630,普陀,整租,754.0,45.6,5390,高端房源,23491
1631,普陀,整租,942.0,34.0,4030,高端房源,23491
1632,普陀,整租,1038.0,34.0,3990,高端房源,23491
1633,普陀,整租,834.0,54.56,5390,高端房源,23491
1634,普陀,整租,1135.0,41.64,3630,高端房源,23491
1635,普陀,整租,289.0,52.2,6590,高端房源,23491
1636,普陀,整租,601.0,37.97,4990,高端房源,23491
1637,普陀,整租,439.0,47.71,5390,高端房源,23491
1638,普陀,整租,998.0,55.03,5330,高端房源,23491
1639,普陀,整租,632.0,57.12,4990,高端房源,23491
1640,普陀,整租,1058.0,42.48,4290,高端房源,23491
1641,普陀,整租,880.0,62.18,5690,高端房源,23491
1642,普陀,整租,223.0,42.0,4930,高端房源,23491
1643,普陀,整租,618.0,71.45,6430,豪宅,23491
1644,普陀,整租,882.0,49.98,5360,高端房源,23491
1645,普陀,整租,1180.0,30.64,3830,高端房源,23491
1646,普陀,整租,1038.0,60.0,5100,高端房源,23491
1647,普陀,整租,1551.0,58.0,4290,高端房源,23491
1648,普陀,整租,1038.0,86.0,6360,豪宅,23491
1649,普陀,整租,883.0,62.3,5830,高端房源,23491
1650,普陀,整租,1255.0,41.33,4160,高端房源,23491
1651,普陀,整租,600.0,102.31,7290,豪宅,23491
1652,普陀,整租,1456.0,66.66,4930,高端房源,23491
1653,普陀,整租,667.0,95.0,6560,豪宅,23491
1654,普陀,整租,1255.0,33.89,4430,高端房源,23491
1655,普陀,整租,554.0,87.7,7190,豪宅,23491
1656,普陀,整租,880.0,49.7,5430,高端房源,23491
1657,普陀,整租,831.0,36.1,3490,高端房源,23491
1658,普陀,整租,746.0,33.0,4890,高端房源,23491
1659,普陀,整租,560.0,38.0,4560,高端房源,23491
1660,普陀,整租,1255.0,39.23,4030,高端房源,23491
1661,普陀,整租,1193.0,63.87,5490,高端房源,23491
1662,普陀,整租,35.0,104.05,8690,豪宅,23491
1663,普陀,整租,430.0,92.0,9360,豪宅,23491
1664,普陀,整租,380.0,47.55,4190,高端房源,23491
1665,普陀,整租,1180.0,67.72,5490,豪宅,23491
1666,普陀,整租,461.0,120.35,10200,豪宅,23491
1667,普陀,整租,1630.0,50.0,4090,高端房源,23491
1668,普陀,整租,345.0,41.63,5090,高端房源,23491
1669,普陀,整租,1180.0,67.72,5630,豪宅,23491
1670,普陀,整租,380.0,47.55,4230,高端房源,23491
1671,普陀,整租,1424.0,55.0,4490,高端房源,23491
1672,普陀,整租,1849.0,69.47,4790,高端房源,23491
1673,普陀,整租,223.0,11.0,3990,交通便利普通,23491
1674,普陀,整租,1438.0,42.4,4690,高端房源,23491
1675,普陀,整租,591.0,51.89,4960,高端房源,23491
1676,普陀,整租,831.0,37.35,3590,高端房源,23491
1677,普陀,整租,396.0,65.0,7530,豪宅,23491
1678,普陀,整租,223.0,122.0,9660,豪宅,23491
1679,普陀,整租,665.0,43.65,4090,高端房源,23491
1680,普陀,整租,371.0,110.08,9090,豪宅,23491
1681,普陀,整租,403.0,32.08,4960,高端房源,23491
1682,普陀,整租,712.0,89.0,7430,豪宅,23491
1683,普陀,整租,1154.0,32.0,4830,高端房源,23491
1684,普陀,整租,371.0,67.55,7690,豪宅,23491
1685,普陀,整租,1038.0,20.0,3130,交通一般普通,23491
1686,普陀,整租,712.0,86.0,7730,豪宅,23491
1687,普陀,合租,1111.0,80.25,7060,豪宅,23491
1688,普陀,整租,698.0,53.0,5160,高端房源,23491
1689,普陀,整租,239.0,99.0,9190,豪宅,23491
1690,普陀,整租,291.0,42.0,5230,高端房源,23491
1691,普陀,整租,754.0,37.75,4560,高端房源,23491
1692,普陀,整租,1849.0,47.0,4390,高端房源,23491
1693,普陀,整租,834.0,26.3,3790,高端房源,23491
1694,普陀,整租,1135.0,55.0,4190,高端房源,23491
1695,普陀,整租,390.0,11.3,3760,交通便利普通,23491
1696,普陀,整租,1942.0,36.19,3890,交通不便普通,23491
1697,普陀,整租,1942.0,55.2,4890,高端房源,23491
1698,普陀,整租,266.0,74.72,6430,豪宅,23491
1699,普陀,整租,509.0,47.48,5030,高端房源,23491
1700,普陀,整租,480.0,155.0,9690,豪宅,23491
1701,普陀,整租,695.0,53.59,6990,豪宅,23491
1702,普陀,整租,1774.0,52.0,5190,高端房源,23491
1703,普陀,整租,804.0,33.53,4290,高端房源,23491
1704,普陀,整租,1038.0,30.0,3990,高端房源,23491
1705,普陀,整租,1774.0,63.0,5230,高端房源,23491
1706,普陀,整租,696.0,47.52,5690,高端房源,23491
1707,普陀,整租,1135.0,40.11,3990,高端房源,23491
1708,普陀,整租,614.0,74.0,6290,豪宅,23491
1709,普陀,整租,1155.0,106.0,8490,豪宅,23491
1710,普陀,整租,225.0,36.0,5660,高端房源,23491
1711,普陀,整租,234.0,44.17,6130,高端房源,23491
1712,普陀,整租,35.0,56.0,7490,豪宅,23491
1713,普陀,整租,1310.0,68.02,5260,高端房源,23491
1714,普陀,整租,1038.0,31.0,3890,高端房源,23491
1715,普陀,整租,461.0,79.0,10090,豪宅,23491
1716,普陀,整租,461.0,58.0,7460,豪宅,23491
1717,普陀,整租,785.0,37.36,3090,高端房源,23491
1718,普陀,整租,200.0,30.87,4160,高端房源,23491
1719,普陀,整租,74.0,57.55,5190,高端房源,23491
1720,普陀,整租,354.0,30.17,4090,高端房源,23491
1721,普陀,整租,178.0,69.75,5230,高端房源,23491
1722,普陀,整租,358.0,30.6,4490,高端房源,23491
1723,普陀,整租,137.0,55.03,4090,高端房源,23491
1724,普陀,整租,274.0,66.0,7000,豪宅,23491
1725,普陀,整租,845.0,44.49,4660,高端房源,23491
1726,普陀,整租,170.0,48.0,4390,高端房源,23491
1727,普陀,整租,1135.0,54.27,4430,高端房源,23491
1728,普陀,整租,880.0,43.49,5300,高端房源,23491
1729,普陀,整租,572.0,105.29,8090,豪宅,23491
1730,普陀,整租,301.0,50.0,5260,高端房源,23491
1731,普陀,整租,440.0,41.77,4590,高端房源,23491
1732,普陀,整租,358.0,47.4,5330,高端房源,23491
1733,普陀,整租,542.0,32.0,4190,高端房源,23491
1734,普陀,整租,834.0,31.0,3560,高端房源,23491
1735,普陀,整租,258.0,31.0,4790,高端房源,23491
1736,普陀,整租,714.0,36.0,3890,高端房源,23491
1737,普陀,整租,754.0,35.0,3990,高端房源,23491
1738,普陀,整租,599.0,46.02,4760,高端房源,23491
1739,普陀,整租,511.0,34.14,4200,高端房源,23491
1740,普陀,整租,343.0,53.0,5660,高端房源,23491
1741,普陀,整租,667.0,48.36,4290,高端房源,23491
1742,普陀,整租,407.0,43.0,4790,高端房源,23491
1743,普陀,整租,667.0,48.0,4490,高端房源,23491
1744,普陀,整租,305.0,42.8,5290,高端房源,23491
1745,普陀,整租,1152.0,47.0,3990,高端房源,23491
1746,普陀,整租,748.0,80.25,6290,豪宅,23491
1747,普陀,整租,1087.0,40.02,4190,高端房源,23491
1748,普陀,整租,752.0,42.9,4690,高端房源,23491
1749,普陀,整租,968.0,40.0,4390,高端房源,23491
1750,普陀,整租,405.0,34.06,6790,高端房源,23491
1751,普陀,整租,752.0,61.0,5990,豪宅,23491
1752,普陀,整租,952.0,68.0,5730,豪宅,23491
1753,普陀,整租,591.0,30.22,3590,高端房源,23491
1754,普陀,整租,752.0,34.84,4590,高端房源,23491
1755,普陀,整租,695.0,34.91,5090,高端房源,23491
1756,普陀,整租,942.0,37.58,4030,高端房源,23491
1757,杨浦,整租,96.0,16.0,3590,交通便利普通,21657
1758,杨浦,整租,97.0,46.78,4990,高端房源,21657
1759,杨浦,整租,436.0,43.58,4770,高端房源,21657
1760,杨浦,整租,394.0,35.55,4190,高端房源,21657
1761,杨浦,整租,358.0,15.9,3930,交通便利普通,21657
1762,杨浦,整租,60.0,44.58,4790,高端房源,21657
1763,杨浦,整租,782.0,37.82,3590,高端房源,21657
1764,杨浦,整租,696.0,35.96,4090,高端房源,21657
1765,杨浦,整租,408.0,37.0,4590,高端房源,21657
1766,杨浦,整租,170.0,32.49,3590,高端房源,21657
1767,杨浦,整租,189.0,40.0,3930,高端房源,21657
1768,杨浦,整租,44.0,67.57,6760,豪宅,21657
1769,杨浦,整租,97.0,42.0,4290,高端房源,21657
1770,杨浦,整租,148.0,51.85,4990,高端房源,21657
1771,杨浦,整租,418.0,42.17,5360,高端房源,21657
1772,杨浦,整租,105.0,35.82,4090,高端房源,21657
1773,杨浦,整租,51.0,30.91,4260,高端房源,21657
1774,杨浦,整租,422.0,32.0,3590,高端房源,21657
1775,杨浦,整租,197.0,35.0,4260,高端房源,21657
1776,杨浦,整租,391.0,42.0,4190,高端房源,21657
1777,杨浦,整租,529.0,18.5,3290,交通便利普通,21657
1778,杨浦,整租,484.0,29.04,3590,高端房源,21657
1779,杨浦,整租,422.0,31.0,3690,高端房源,21657
1780,杨浦,整租,231.0,32.49,4190,高端房源,21657
1781,杨浦,整租,417.0,31.0,3760,高端房源,21657
1782,杨浦,整租,263.0,38.78,4330,高端房源,21657
1783,杨浦,整租,466.0,55.0,4830,高端房源,21657
1784,杨浦,整租,422.0,35.0,3990,高端房源,21657
1785,杨浦,整租,422.0,35.81,3990,高端房源,21657
1786,杨浦,整租,367.0,43.22,4330,高端房源,21657
1787,杨浦,整租,231.0,63.5,5560,高端房源,21657
1788,杨浦,整租,260.0,42.61,4490,高端房源,21657
1789,杨浦,整租,652.0,41.0,3760,高端房源,21657
1790,杨浦,整租,784.0,45.0,3790,高端房源,21657
1791,杨浦,整租,463.0,65.12,5290,高端房源,21657
1792,杨浦,整租,394.0,48.78,6590,高端房源,21657
1793,杨浦,整租,289.0,38.0,4590,高端房源,21657
1794,杨浦,整租,350.0,38.1,4230,高端房源,21657
1795,杨浦,整租,593.0,35.0,3990,高端房源,21657
1796,杨浦,整租,593.0,36.0,3990,高端房源,21657
1797,杨浦,整租,593.0,40.11,4090,高端房源,21657
1798,杨浦,整租,626.0,40.0,3890,高端房源,21657
1799,杨浦,整租,273.0,30.0,4160,高端房源,21657
1800,杨浦,整租,927.0,55.91,5890,高端房源,21657
1801,杨浦,整租,418.0,32.47,4190,高端房源,21657
1802,杨浦,整租,442.0,90.57,8030,豪宅,21657
1803,杨浦,整租,280.0,55.0,5790,高端房源,21657
1804,杨浦,整租,797.0,38.0,3690,高端房源,21657
1805,杨浦,整租,372.0,38.0,4490,高端房源,21657
1806,杨浦,整租,350.0,43.0,4790,高端房源,21657
1807,杨浦,整租,794.0,31.1,4290,高端房源,21657
1808,杨浦,整租,655.0,47.76,4760,高端房源,21657
1809,杨浦,整租,280.0,36.88,4530,高端房源,21657
1810,杨浦,整租,390.0,86.0,6390,豪宅,21657
1811,杨浦,整租,167.0,51.44,4890,高端房源,21657
1812,杨浦,整租,509.0,32.0,4160,高端房源,21657
1813,杨浦,整租,700.0,50.0,4790,高端房源,21657
1814,杨浦,整租,659.0,30.0,3890,高端房源,21657
1815,杨浦,整租,244.0,32.52,4790,高端房源,21657
1816,杨浦,整租,209.0,35.57,4830,高端房源,21657
1817,杨浦,整租,529.0,58.0,5290,高端房源,21657
1818,杨浦,整租,699.0,39.0,4090,高端房源,21657
1819,杨浦,整租,503.0,55.0,5290,高端房源,21657
1820,杨浦,整租,488.0,55.25,5430,高端房源,21657
1821,杨浦,整租,708.0,42.0,4160,高端房源,21657
1822,杨浦,整租,182.0,93.25,7390,豪宅,21657
1823,杨浦,整租,696.0,42.0,4360,高端房源,21657
1824,杨浦,整租,797.0,42.0,4090,高端房源,21657
1825,杨浦,整租,851.0,70.0,5290,豪宅,21657
1826,杨浦,整租,371.0,46.69,5590,高端房源,21657
1827,杨浦,整租,361.0,66.0,7460,豪宅,21657
1828,杨浦,整租,880.0,34.0,3790,高端房源,21657
1829,杨浦,整租,397.0,33.0,4790,高端房源,21657
1830,杨浦,整租,658.0,42.0,4130,高端房源,21657
1831,杨浦,整租,851.0,38.0,3860,高端房源,21657
1832,杨浦,整租,1324.0,28.0,3890,高端房源,21657
1833,杨浦,整租,734.0,40.0,4390,高端房源,21657
1834,杨浦,整租,295.0,69.0,5490,豪宅,21657
1835,杨浦,整租,930.0,46.0,4130,高端房源,21657
1836,杨浦,整租,289.0,33.18,3690,高端房源,21657
1837,杨浦,整租,231.0,44.83,5790,高端房源,21657
1838,杨浦,整租,851.0,46.69,4630,高端房源,21657
1839,杨浦,整租,263.0,48.0,5960,高端房源,21657
1840,杨浦,整租,687.0,52.0,5290,高端房源,21657
1841,杨浦,整租,988.0,33.0,3690,高端房源,21657
1842,杨浦,整租,912.0,30.0,3630,高端房源,21657
1843,杨浦,整租,932.0,37.0,3830,高端房源,21657
1844,杨浦,整租,851.0,35.0,4090,高端房源,21657
1845,杨浦,整租,370.0,52.0,5390,高端房源,21657
1846,杨浦,整租,930.0,42.0,4030,高端房源,21657
1847,杨浦,整租,370.0,45.0,5460,高端房源,21657
1848,杨浦,整租,479.0,73.0,6460,豪宅,21657
1849,杨浦,整租,418.0,48.85,5690,高端房源,21657
1850,杨浦,整租,945.0,30.0,3890,高端房源,21657
1851,杨浦,整租,1050.0,37.0,3960,高端房源,21657
1852,杨浦,整租,501.0,38.0,4830,高端房源,21657
1853,杨浦,整租,370.0,51.19,5490,高端房源,21657
1854,杨浦,整租,479.0,73.0,6290,豪宅,21657
1855,杨浦,整租,620.0,48.5,5090,高端房源,21657
1856,杨浦,整租,685.0,52.38,5390,高端房源,21657
1857,杨浦,整租,781.0,48.0,5390,高端房源,21657
1858,杨浦,整租,289.0,26.41,3290,高端房源,21657
1859,杨浦,整租,1014.0,34.0,3990,高端房源,21657
1860,杨浦,整租,819.0,40.0,4390,高端房源,21657
1861,杨浦,整租,270.0,52.0,6590,高端房源,21657
1862,杨浦,整租,116.0,20.0,4890,高端房源,21657
1863,杨浦,整租,637.0,40.21,5130,高端房源,21657
1864,杨浦,整租,299.0,70.0,6960,豪宅,21657
1865,杨浦,整租,479.0,72.0,6460,豪宅,21657
1866,杨浦,整租,190.0,53.0,6590,高端房源,21657
1867,杨浦,整租,397.0,74.0,7090,豪宅,21657
1868,杨浦,整租,431.0,87.0,7160,豪宅,21657
1869,杨浦,整租,1069.0,49.0,4890,高端房源,21657
1870,杨浦,整租,782.0,48.0,4590,高端房源,21657
1871,杨浦,整租,209.0,33.01,4790,高端房源,21657
1872,杨浦,整租,652.0,56.0,6160,高端房源,21657
1873,杨浦,整租,877.0,72.0,6390,豪宅,21657
1874,杨浦,整租,422.0,36.0,3790,高端房源,21657
1875,杨浦,整租,578.0,74.0,6760,豪宅,21657
1876,杨浦,整租,60.0,28.3,3890,高端房源,21657
1877,杨浦,整租,479.0,71.0,6290,豪宅,21657
1878,杨浦,整租,241.0,36.0,4290,高端房源,21657
1879,杨浦,整租,508.0,36.85,3690,高端房源,21657
1880,杨浦,整租,60.0,51.19,4890,高端房源,21657
1881,杨浦,整租,427.0,60.0,6530,豪宅,21657
1882,杨浦,整租,797.0,55.0,5190,高端房源,21657
1883,杨浦,整租,1050.0,45.0,5490,高端房源,21657
1884,杨浦,整租,556.0,27.06,3460,高端房源,21657
1885,杨浦,整租,782.0,31.25,3290,高端房源,21657
1886,杨浦,整租,1059.0,54.0,5690,高端房源,21657
1887,杨浦,整租,405.0,95.0,8490,豪宅,21657
1888,杨浦,整租,655.0,28.0,3430,高端房源,21657
1889,杨浦,整租,440.0,23.86,3890,高端房源,21657
1890,杨浦,整租,429.0,55.81,5890,高端房源,21657
