,district,type,metro_num,S,mon_price,聚类类别,density
7340,宝山,合租,1510.0,18.6,1890,交通不便普通,1925
7341,宝山,合租,1019.0,13.0,1660,交通一般普通,1925
7342,宝山,合租,449.0,8.6,1730,交通便利普通,1925
7343,宝山,合租,602.0,12.9,1660,交通一般普通,1925
7344,宝山,合租,135.0,12.5,1690,交通便利普通,1925
7345,宝山,合租,463.0,12.5,2490,交通便利普通,1925
7346,宝山,合租,1619.0,16.5,2130,交通不便普通,1925
7347,宝山,合租,1231.0,9.8,1390,交通一般普通,1925
7348,宝山,合租,773.0,16.7,2560,交通一般普通,1925
7349,宝山,合租,1005.0,12.7,2090,交通一般普通,1925
7350,宝山,合租,145.0,12.57,2560,交通便利普通,1925
7351,宝山,合租,1163.0,12.0,1560,交通一般普通,1925
7352,宝山,合租,2080.0,15.3,1860,交通不便普通,1925
7353,宝山,合租,1114.0,15.8,2390,交通一般普通,1925
7354,宝山,合租,1005.0,14.2,2190,交通一般普通,1925
7355,宝山,合租,1144.0,18.2,1790,交通一般普通,1925
7356,宝山,合租,1005.0,15.0,2070,交通一般普通,1925
7357,宝山,合租,819.0,11.5,1760,交通一般普通,1925
7358,宝山,合租,818.0,11.0,1760,交通一般普通,1925
7359,宝山,合租,253.0,13.4,1690,交通便利普通,1925
7360,宝山,合租,145.0,13.46,2160,交通便利普通,1925
7361,宝山,合租,452.0,10.55,1790,交通便利普通,1925
7362,宝山,合租,1005.0,10.8,1590,交通一般普通,1925
7363,宝山,合租,749.0,13.0,1590,交通一般普通,1925
7364,宝山,合租,467.0,12.0,2290,交通便利普通,1925
7365,宝山,合租,1131.0,10.1,2190,交通一般普通,1925
7366,宝山,合租,1005.0,16.7,1760,交通一般普通,1925
7367,宝山,合租,685.0,14.91,2490,交通一般普通,1925
7368,宝山,合租,773.0,16.9,2390,交通一般普通,1925
7369,宝山,合租,384.0,8.1,960,交通便利普通,1925
7370,宝山,合租,467.0,14.9,2390,交通便利普通,1925
7371,宝山,合租,145.0,14.35,2430,交通便利普通,1925
7372,宝山,合租,145.0,12.7,2360,交通便利普通,1925
7373,宝山,合租,733.0,9.6,1490,交通一般普通,1925
7374,宝山,合租,591.0,13.0,2290,交通便利普通,1925
7375,宝山,合租,598.0,19.0,2690,交通便利普通,1925
7376,宝山,合租,1626.0,13.0,1660,交通不便普通,1925
7377,宝山,合租,1335.0,10.8,1790,交通不便普通,1925
7378,宝山,合租,388.0,10.0,1790,交通便利普通,1925
7379,宝山,合租,733.0,13.3,2390,交通一般普通,1925
7380,宝山,合租,824.0,15.8,1760,交通一般普通,1925
7381,宝山,合租,933.0,12.3,1990,交通一般普通,1925
7382,宝山,合租,770.0,14.0,2690,交通一般普通,1925
7383,宝山,合租,1545.0,13.0,2060,交通不便普通,1925
7384,宝山,合租,365.0,11.5,2590,交通便利普通,1925
7385,宝山,合租,1005.0,11.1,1890,交通一般普通,1925
7386,宝山,合租,1205.0,0.0,990,交通一般普通,1925
7387,宝山,合租,735.0,18.7,1490,交通一般普通,1925
7388,宝山,合租,452.0,12.3,1590,交通便利普通,1925
7389,宝山,合租,449.0,13.4,2260,交通便利普通,1925
7390,宝山,合租,834.0,10.6,1890,交通一般普通,1925
7391,宝山,合租,892.0,11.0,2390,交通一般普通,1925
7392,宝山,合租,896.0,13.9,2430,交通一般普通,1925
7393,宝山,合租,1131.0,12.7,1230,交通一般普通,1925
7394,宝山,合租,1081.0,12.0,1790,交通一般普通,1925
7395,宝山,合租,602.0,12.3,1690,交通一般普通,1925
7396,宝山,合租,491.0,0.0,990,交通一般普通,1925
7397,宝山,合租,365.0,11.5,2390,交通便利普通,1925
7398,宝山,合租,1626.0,12.0,1890,交通不便普通,1925
7399,宝山,合租,491.0,0.0,960,交通一般普通,1925
7400,宝山,合租,491.0,0.0,990,交通一般普通,1925
7401,宝山,合租,1005.0,12.7,2190,交通一般普通,1925
7402,宝山,合租,452.0,8.9,1790,交通便利普通,1925
7403,宝山,合租,135.0,11.9,1790,交通便利普通,1925
7404,宝山,合租,1205.0,15.0,1490,交通一般普通,1925
7405,宝山,合租,449.0,14.6,2560,交通便利普通,1925
7406,宝山,合租,580.0,10.0,1060,交通一般普通,1925
7407,宝山,合租,1572.0,12.0,2030,交通不便普通,1925
7408,宝山,合租,1030.0,20.2,1690,交通一般普通,1925
7409,宝山,合租,1205.0,18.5,1630,交通一般普通,1925
7410,宝山,合租,1549.0,15.7,1860,交通不便普通,1925
7411,宝山,合租,363.0,12.3,1860,交通便利普通,1925
7412,宝山,合租,1205.0,17.5,1490,交通一般普通,1925
7413,宝山,合租,1549.0,16.6,2290,交通不便普通,1925
7414,宝山,合租,918.0,11.03,2590,交通一般普通,1925
7415,宝山,合租,1572.0,21.0,2290,交通不便普通,1925
7416,宝山,合租,491.0,0.0,1060,交通一般普通,1925
7417,宝山,合租,1144.0,14.7,1590,交通一般普通,1925
7418,宝山,合租,452.0,11.72,1590,交通便利普通,1925
7419,宝山,合租,598.0,11.1,2290,交通便利普通,1925
7420,宝山,合租,978.0,14.3,1390,交通一般普通,1925
7421,宝山,合租,1818.0,11.6,1960,交通不便普通,1925
7422,宝山,合租,1126.0,11.1,1660,交通一般普通,1925
7423,宝山,合租,255.0,10.0,1890,交通便利普通,1925
7424,宝山,合租,1644.0,11.5,1590,交通不便普通,1925
7425,宝山,合租,1616.0,10.0,2060,交通不便普通,1925
7426,宝山,合租,735.0,18.2,1360,交通一般普通,1925
7427,宝山,合租,1050.0,11.4,1490,交通一般普通,1925
7428,宝山,合租,1134.0,10.9,2090,交通一般普通,1925
7429,宝山,合租,914.0,12.6,1490,交通一般普通,1925
7430,宝山,合租,463.0,9.21,2260,交通便利普通,1925
7431,宝山,合租,1335.0,10.65,1760,交通不便普通,1925
7432,宝山,合租,1788.0,12.9,1890,交通不便普通,1925
7433,宝山,合租,1619.0,14.36,2390,交通不便普通,1925
7434,宝山,合租,1134.0,14.7,2390,交通一般普通,1925
7435,宝山,合租,941.0,14.0,2190,交通一般普通,1925
7436,宝山,合租,1087.0,14.5,1530,交通一般普通,1925
7437,宝山,合租,388.0,8.7,1690,交通便利普通,1925
7438,宝山,合租,1050.0,11.0,1660,交通一般普通,1925
7439,宝山,合租,1377.0,17.8,1760,交通不便普通,1925
7440,宝山,合租,602.0,9.9,1490,交通一般普通,1925
7441,宝山,合租,1572.0,12.1,2190,交通不便普通,1925
7442,宝山,合租,1288.0,11.7,1890,交通一般普通,1925
7443,宝山,合租,1162.0,11.8,1730,交通一般普通,1925
7444,宝山,合租,1572.0,14.3,2390,交通不便普通,1925
7445,宝山,合租,1162.0,11.3,1760,交通一般普通,1925
7446,宝山,合租,589.0,12.0,1760,交通一般普通,1925
7447,宝山,合租,651.0,13.0,2390,交通一般普通,1925
7448,宝山,合租,1221.0,10.8,2190,交通一般普通,1925
7449,宝山,合租,580.0,7.5,990,交通一般普通,1925
7450,宝山,合租,1145.0,17.8,1630,交通一般普通,1925
7451,宝山,合租,1442.0,12.8,1330,交通不便普通,1925
7452,宝山,合租,1833.0,14.5,1430,交通不便普通,1925
7453,宝山,合租,1043.0,18.1,1590,交通一般普通,1925
7454,宝山,合租,944.0,13.8,1430,交通一般普通,1925
7455,宝山,合租,749.0,11.3,1590,交通一般普通,1925
7456,宝山,合租,192.0,11.5,1960,交通便利普通,1925
7457,宝山,合租,1205.0,13.0,1660,交通一般普通,1925
7458,宝山,合租,1122.0,14.1,1690,交通一般普通,1925
7459,宝山,合租,1572.0,12.0,1990,交通不便普通,1925
7460,宝山,合租,1412.0,11.0,1860,交通不便普通,1925
7461,宝山,合租,1205.0,12.64,1460,交通一般普通,1925
7462,宝山,合租,1818.0,11.8,2090,交通不便普通,1925
7463,宝山,合租,589.0,10.1,1590,交通一般普通,1925
7464,宝山,合租,844.0,11.6,2060,交通一般普通,1925
7465,宝山,合租,1442.0,16.5,1530,交通不便普通,1925
7466,宝山,合租,998.0,10.27,1990,交通一般普通,1925
7467,宝山,合租,1818.0,11.8,1960,交通不便普通,1925
7468,宝山,合租,518.0,15.3,2490,交通便利普通,1925
7469,宝山,合租,1571.0,12.0,1830,交通不便普通,1925
7470,宝山,合租,1228.0,7.1,1190,交通一般普通,1925
7471,宝山,合租,1818.0,14.4,2590,交通不便普通,1925
7472,宝山,合租,993.0,13.86,1290,交通一般普通,1925
7473,宝山,合租,1818.0,14.64,2560,交通不便普通,1925
7474,宝山,合租,695.0,8.2,2660,交通一般普通,1925
7475,宝山,合租,518.0,14.0,2690,交通便利普通,1925
7476,宝山,合租,735.0,14.1,1430,交通一般普通,1925
7477,宝山,合租,1474.0,17.8,2060,交通不便普通,1925
7478,宝山,合租,1823.0,13.2,2090,交通不便普通,1925
7479,宝山,合租,824.0,14.1,1560,交通一般普通,1925
7480,宝山,合租,388.0,9.1,1590,交通便利普通,1925
7481,宝山,合租,892.0,8.9,1960,交通一般普通,1925
7482,宝山,合租,1571.0,15.6,2230,交通不便普通,1925
7483,宝山,合租,589.0,10.1,1760,交通一般普通,1925
7484,宝山,合租,1122.0,14.2,1730,交通一般普通,1925
7485,宝山,合租,499.0,14.0,2790,交通便利普通,1925
7486,宝山,合租,1619.0,14.8,2190,交通不便普通,1925
7487,宝山,合租,1474.0,21.8,2060,交通不便普通,1925
7488,宝山,合租,572.0,12.8,2290,交通便利普通,1925
7489,宝山,合租,518.0,13.4,2690,交通便利普通,1925
7490,宝山,合租,1087.0,11.9,1590,交通一般普通,1925
7491,宝山,合租,2389.0,17.8,1590,交通不便普通,1925
7492,宝山,合租,1043.0,12.6,1460,交通一般普通,1925
7493,宝山,合租,1145.0,12.8,1590,交通一般普通,1925
7494,宝山,合租,1626.0,12.7,1590,交通不便普通,1925
7495,宝山,合租,1188.0,13.7,1760,交通一般普通,1925
7496,宝山,合租,591.0,22.0,2760,交通便利普通,1925
7497,宝山,合租,1131.0,12.2,2490,交通一般普通,1925
7498,宝山,合租,1427.0,15.2,1790,交通不便普通,1925
7499,宝山,合租,1035.0,13.7,1360,交通一般普通,1925
7500,宝山,合租,2029.0,12.2,1130,交通不便普通,1925
7501,宝山,合租,365.0,18.3,2230,交通便利普通,1925
7502,宝山,合租,572.0,10.0,2490,交通便利普通,1925
7503,宝山,合租,1934.0,12.5,2190,交通不便普通,1925
7504,宝山,合租,1572.0,23.0,2330,交通不便普通,1925
7505,宝山,合租,686.0,11.5,1690,交通一般普通,1925
7506,宝山,合租,589.0,11.9,1760,交通一般普通,1925
7507,宝山,合租,1818.0,14.4,2590,交通不便普通,1925
7508,宝山,合租,1818.0,14.6,2560,交通不便普通,1925
7509,宝山,合租,1626.0,11.4,1530,交通不便普通,1925
7510,宝山,合租,735.0,13.9,1390,交通一般普通,1925
7511,宝山,合租,1131.0,16.1,2590,交通一般普通,1925
7512,宝山,合租,978.0,10.7,1060,交通一般普通,1925
7513,宝山,合租,1081.0,11.2,2090,交通一般普通,1925
7514,宝山,合租,998.0,14.28,2290,交通一般普通,1925
7515,宝山,合租,682.0,13.9,2690,交通一般普通,1925
7516,宝山,合租,1377.0,15.0,1790,交通不便普通,1925
7517,宝山,合租,1131.0,14.1,2390,交通一般普通,1925
7518,宝山,合租,998.0,15.85,2590,交通一般普通,1925
7519,宝山,合租,491.0,9.5,2060,交通便利普通,1925
7520,宝山,合租,1644.0,10.4,1860,交通不便普通,1925
7521,宝山,合租,384.0,13.9,1290,交通便利普通,1925
7522,宝山,合租,682.0,12.5,2690,交通一般普通,1925
7523,宝山,合租,1144.0,14.1,1490,交通一般普通,1925
7524,宝山,合租,1145.0,10.1,1560,交通一般普通,1925
7525,宝山,合租,502.0,10.1,1190,交通一般普通,1925
7526,宝山,合租,589.0,13.5,2590,交通便利普通,1925
7527,宝山,合租,388.0,9.8,1490,交通便利普通,1925
7528,宝山,合租,1474.0,13.8,2030,交通不便普通,1925
7529,宝山,合租,1474.0,17.8,2360,交通不便普通,1925
7530,宝山,合租,1377.0,17.8,1660,交通不便普通,1925
7531,宝山,合租,773.0,8.8,1860,交通一般普通,1925
7532,宝山,合租,1205.0,13.1,1260,交通一般普通,1925
7533,宝山,合租,1138.0,12.26,2430,交通一般普通,1925
7534,宝山,合租,708.0,11.1,1390,交通一般普通,1925
7535,宝山,合租,1818.0,14.6,2690,交通不便普通,1925
7536,宝山,合租,1043.0,12.1,1160,交通一般普通,1925
7537,宝山,合租,266.0,7.8,2090,交通便利普通,1925
7538,宝山,合租,2387.0,41.7,1790,交通不便普通,1925
7539,宝山,合租,1619.0,14.16,2560,交通不便普通,1925
7540,宝山,合租,1188.0,14.8,1560,交通一般普通,1925
7541,宝山,合租,1188.0,14.0,1560,交通一般普通,1925
7542,宝山,合租,145.0,8.82,2060,交通便利普通,1925
7543,宝山,合租,563.0,14.9,2790,交通便利普通,1925
7544,宝山,合租,841.0,13.2,1790,交通一般普通,1925
7545,宝山,合租,783.0,13.12,2490,交通一般普通,1925
7546,宝山,合租,1572.0,14.2,1990,交通不便普通,1925
7547,宝山,合租,1131.0,12.2,2390,交通一般普通,1925
7548,宝山,合租,1545.0,13.0,2260,交通不便普通,1925
7549,宝山,合租,463.0,12.3,2890,交通便利普通,1925
7550,宝山,合租,952.0,15.6,2690,交通一般普通,1925
7551,宝山,合租,941.0,12.7,2060,交通一般普通,1925
7552,宝山,合租,1162.0,17.9,1790,交通一般普通,1925
7553,宝山,合租,1572.0,9.3,1890,交通不便普通,1925
7554,宝山,合租,1005.0,9.5,1690,交通一般普通,1925
7555,宝山,合租,1818.0,11.9,1860,交通不便普通,1925
7556,宝山,合租,1335.0,10.8,1760,交通不便普通,1925
7557,宝山,合租,2080.0,19.0,1660,交通不便普通,1925
7558,宝山,合租,145.0,8.18,1860,交通便利普通,1925
7559,宝山,合租,1626.0,13.0,1660,交通不便普通,1925
7560,宝山,合租,602.0,8.7,1530,交通一般普通,1925
7561,宝山,合租,896.0,10.6,1490,交通一般普通,1925
7562,宝山,合租,1050.0,6.9,1190,交通一般普通,1925
7563,宝山,合租,1043.0,11.9,1190,交通一般普通,1925
7564,宝山,合租,1205.0,11.8,1460,交通一般普通,1925
7565,宝山,合租,663.0,9.1,1730,交通一般普通,1925
7566,宝山,合租,1616.0,10.0,1890,交通不便普通,1925
7567,宝山,合租,1818.0,15.1,2660,交通不便普通,1925
7568,宝山,合租,145.0,9.5,2030,交通便利普通,1925
7569,宝山,合租,2387.0,14.0,1990,交通不便普通,1925
7570,宝山,合租,1043.0,11.84,1530,交通一般普通,1925
7571,宝山,合租,515.0,8.7,1830,交通便利普通,1925
7572,宝山,合租,1902.0,14.0,1660,交通不便普通,1925
7573,宝山,合租,1818.0,14.1,2160,交通不便普通,1925
7574,宝山,合租,1572.0,10.6,1990,交通不便普通,1925
7575,宝山,合租,1833.0,13.3,1390,交通不便普通,1925
7576,宝山,合租,1035.0,10.1,1060,交通一般普通,1925
7577,宝山,合租,1087.0,10.0,1030,交通一般普通,1925
7578,宝山,合租,1572.0,12.6,2030,交通不便普通,1925
7579,宝山,合租,1114.0,13.1,1790,交通一般普通,1925
7580,宝山,合租,1876.0,12.8,1630,交通不便普通,1925
7581,宝山,合租,952.0,14.6,2490,交通一般普通,1925
7582,宝山,合租,1043.0,9.1,990,交通一般普通,1925
7583,宝山,合租,602.0,8.7,1430,交通一般普通,1925
7584,宝山,合租,463.0,10.52,2060,交通便利普通,1925
7585,宝山,合租,2029.0,8.5,890,交通不便普通,1925
7586,宝山,合租,1144.0,13.0,1460,交通一般普通,1925
7587,宝山,合租,711.0,13.1,1560,交通一般普通,1925
7588,宝山,合租,1081.0,11.2,2290,交通一般普通,1925
7589,宝山,合租,1138.0,10.36,2290,交通一般普通,1925
7590,宝山,合租,1818.0,0.0,1860,交通不便普通,1925
7591,宝山,合租,1626.0,11.4,1660,交通不便普通,1925
7592,宝山,合租,1626.0,11.2,1690,交通不便普通,1925
7593,宝山,合租,1081.0,13.4,2360,交通一般普通,1925
7594,宝山,合租,1205.0,0.0,990,交通一般普通,1925
7595,宝山,合租,1122.0,11.7,1660,交通一般普通,1925
7596,宝山,合租,1377.0,13.5,1490,交通不便普通,1925
7597,宝山,合租,914.0,11.9,1390,交通一般普通,1925
7598,宝山,合租,518.0,11.9,2090,交通便利普通,1925
7599,宝山,合租,572.0,0.0,1890,交通一般普通,1925
7600,宝山,合租,1228.0,6.3,1730,交通一般普通,1925
7601,宝山,合租,1616.0,14.8,2330,交通不便普通,1925
7602,宝山,合租,2387.0,22.9,2090,交通不便普通,1925
7603,宝山,合租,1510.0,13.2,2190,交通不便普通,1925
7604,宝山,合租,499.0,10.21,1690,交通便利普通,1925
7605,宝山,合租,1122.0,13.0,1690,交通一般普通,1925
7606,宝山,合租,1427.0,20.0,1530,交通不便普通,1925
7607,宝山,合租,1205.0,10.0,1390,交通一般普通,1925
7608,宝山,合租,1335.0,11.5,1560,交通不便普通,1925
7609,宝山,合租,1076.0,11.0,1860,交通一般普通,1925
7610,宝山,合租,1896.0,18.2,1690,交通不便普通,1925
7611,宝山,合租,1205.0,0.0,960,交通一般普通,1925
7612,宝山,合租,1619.0,11.63,2360,交通不便普通,1925
7613,宝山,合租,818.0,8.5,1530,交通一般普通,1925
7614,宝山,合租,266.0,12.84,3090,交通便利普通,1925
7615,宝山,合租,752.0,13.5,1430,交通一般普通,1925
7616,宝山,合租,1818.0,14.1,2290,交通不便普通,1925
7617,宝山,合租,1043.0,14.1,1390,交通一般普通,1925
7618,宝山,合租,572.0,15.7,2890,交通便利普通,1925
7619,宝山,合租,1818.0,10.0,1860,交通不便普通,1925
7620,宝山,合租,1818.0,12.08,1930,交通不便普通,1925
7621,宝山,合租,1377.0,15.5,1630,交通不便普通,1925
7622,宝山,合租,1035.0,7.8,960,交通一般普通,1925
7623,宝山,合租,1818.0,10.6,1890,交通不便普通,1925
7624,宝山,合租,1163.0,11.0,1730,交通一般普通,1925
7625,宝山,合租,1818.0,10.6,1890,交通不便普通,1925
7626,宝山,合租,818.0,8.5,1360,交通一般普通,1925
7627,宝山,合租,1060.0,20.0,2660,交通一般普通,1925
7628,宝山,合租,1127.0,15.57,2390,交通一般普通,1925
7629,宝山,合租,1545.0,14.0,2160,交通不便普通,1925
7630,宝山,合租,1545.0,14.62,2190,交通不便普通,1925
7631,宝山,合租,1257.0,12.3,1790,交通一般普通,1925
7632,宝山,合租,1114.0,13.2,1730,交通一般普通,1925
7633,宝山,合租,598.0,0.0,2090,交通一般普通,1925
7634,宝山,合租,1087.0,0.0,1130,交通一般普通,1925
7635,宝山,合租,1087.0,7.1,1160,交通一般普通,1925
7636,宝山,合租,737.0,15.82,2660,交通一般普通,1925
7637,宝山,合租,1080.0,7.5,1190,交通一般普通,1925
7638,宝山,合租,1043.0,13.3,1360,交通一般普通,1925
7639,宝山,合租,1818.0,9.6,1830,交通不便普通,1925
7640,宝山,合租,1572.0,9.2,1930,交通不便普通,1925
7641,宝山,合租,2464.0,26.0,1590,交通不便普通,1925
7642,宝山,合租,1818.0,18.0,2060,交通不便普通,1925
7643,宝山,合租,1427.0,12.8,1430,交通不便普通,1925
7644,宝山,合租,1131.0,15.4,2890,交通一般普通,1925
7645,宝山,合租,1474.0,12.6,2030,交通不便普通,1925
7646,宝山,合租,1621.0,14.0,1390,交通不便普通,1925
7647,宝山,合租,1405.0,13.2,2430,交通不便普通,1925
7648,宝山,合租,978.0,15.2,1290,交通一般普通,1925
7649,宝山,合租,1163.0,12.4,1790,交通一般普通,1925
7650,宝山,合租,818.0,10.6,1490,交通一般普通,1925
7651,宝山,合租,1833.0,14.5,1390,交通不便普通,1925
7652,宝山,合租,1442.0,14.0,1430,交通不便普通,1925
7653,宝山,合租,2029.0,14.5,1590,交通不便普通,1925
7654,宝山,合租,1644.0,10.4,1690,交通不便普通,1925
7655,宝山,合租,1239.0,9.2,1690,交通一般普通,1925
7656,宝山,合租,1162.0,9.8,1430,交通一般普通,1925
7657,宝山,合租,589.0,11.2,1590,交通一般普通,1925
7658,宝山,合租,1616.0,16.4,2260,交通不便普通,1925
7659,宝山,合租,1377.0,12.5,1490,交通不便普通,1925
7660,宝山,合租,1621.0,11.0,990,交通不便普通,1925
7661,宝山,合租,933.0,11.6,1960,交通一般普通,1925
7662,宝山,合租,1621.0,11.0,930,交通不便普通,1925
7663,宝山,合租,1621.0,11.0,990,交通不便普通,1925
7664,宝山,合租,1427.0,12.0,1390,交通不便普通,1925
7665,宝山,合租,1549.0,15.0,2690,交通不便普通,1925
7666,宝山,合租,1818.0,14.6,2830,交通不便普通,1925
7667,宝山,合租,409.0,13.1,1490,交通便利普通,1925
7668,宝山,合租,388.0,10.2,1590,交通便利普通,1925
7669,宝山,合租,918.0,12.31,2390,交通一般普通,1925
7670,宝山,合租,1081.0,10.1,1890,交通一般普通,1925
7671,宝山,合租,752.0,11.8,1360,交通一般普通,1925
7672,宝山,合租,1228.0,10.5,1630,交通一般普通,1925
7673,宝山,合租,751.0,10.1,1690,交通一般普通,1925
7674,宝山,合租,1934.0,13.3,1890,交通不便普通,1925
7675,宝山,合租,1818.0,11.8,1960,交通不便普通,1925
7676,宝山,合租,1673.0,10.7,1430,交通不便普通,1925
7677,宝山,合租,818.0,7.6,1390,交通一般普通,1925
7678,宝山,合租,1818.0,17.0,2960,交通不便普通,1925
7679,宝山,合租,752.0,10.0,1330,交通一般普通,1925
7680,宝山,合租,438.0,9.2,1490,交通便利普通,1925
7681,宝山,合租,1621.0,17.5,1490,交通不便普通,1925
7682,宝山,合租,488.0,16.9,2990,交通便利普通,1925
7683,宝山,合租,1405.0,11.5,2190,交通不便普通,1925
7684,宝山,合租,1818.0,10.6,1960,交通不便普通,1925
7685,宝山,合租,1335.0,12.3,1790,交通不便普通,1925
7686,宝山,合租,2464.0,15.5,1560,交通不便普通,1925
7687,宝山,合租,2186.0,10.2,1530,交通不便普通,1925
7688,宝山,合租,598.0,14.8,3090,交通便利普通,1925
7689,宝山,合租,1228.0,6.4,1290,交通一般普通,1925
7690,宝山,合租,2186.0,12.3,1660,交通不便普通,1925
7691,宝山,合租,2459.0,12.6,1590,交通不便普通,1925
7692,宝山,合租,1131.0,9.6,1990,交通一般普通,1925
7693,宝山,合租,1621.0,11.0,990,交通不便普通,1925
7694,宝山,合租,1134.0,7.6,1830,交通一般普通,1925
7695,宝山,合租,1239.0,14.4,1390,交通一般普通,1925
7696,宝山,合租,1163.0,10.5,1390,交通一般普通,1925
7697,宝山,合租,1030.0,11.0,1360,交通一般普通,1925
7698,宝山,合租,409.0,9.6,1590,交通便利普通,1925
7699,宝山,合租,1474.0,11.9,1860,交通不便普通,1925
7700,宝山,合租,2390.0,14.2,1530,交通不便普通,1925
7701,宝山,合租,1818.0,11.8,2060,交通不便普通,1925
7702,宝山,合租,1621.0,0.0,830,交通不便普通,1925
7703,宝山,合租,952.0,10.1,2090,交通一般普通,1925
7704,宝山,合租,1644.0,10.4,1790,交通不便普通,1925
7705,宝山,合租,1412.0,12.0,1790,交通不便普通,1925
7706,宝山,合租,651.0,9.9,1390,交通一般普通,1925
7707,宝山,合租,1131.0,10.3,2090,交通一般普通,1925
7708,宝山,合租,2459.0,12.3,1430,交通不便普通,1925
7709,宝山,合租,177.0,8.5,1630,交通便利普通,1925
7710,宝山,合租,1818.0,10.0,2060,交通不便普通,1925
7711,宝山,合租,438.0,0.0,1390,交通便利普通,1925
7712,宝山,合租,563.0,13.3,2890,交通便利普通,1925
7713,宝山,合租,1163.0,12.0,1460,交通一般普通,1925
7714,宝山,合租,589.0,9.8,1560,交通一般普通,1925
7715,宝山,合租,563.0,10.9,2230,交通便利普通,1925
7716,宝山,合租,1644.0,12.0,1460,交通不便普通,1925
7717,宝山,合租,1818.0,14.4,2330,交通不便普通,1925
7718,宝山,合租,711.0,10.4,2390,交通一般普通,1925
7719,宝山,合租,488.0,14.4,2790,交通便利普通,1925
7720,宝山,合租,1405.0,10.3,2490,交通不便普通,1925
7721,宝山,合租,1823.0,12.2,1490,交通不便普通,1925
7722,宝山,合租,1833.0,10.0,1090,交通不便普通,1925
7723,宝山,合租,409.0,10.6,1390,交通便利普通,1925
7724,宝山,合租,1145.0,8.1,1390,交通一般普通,1925
7725,宝山,合租,1138.0,9.12,1930,交通一般普通,1925
7726,宝山,合租,1616.0,10.0,2490,交通不便普通,1925
7727,宝山,合租,1087.0,13.5,1230,交通一般普通,1925
7728,宝山,合租,824.0,14.1,1430,交通一般普通,1925
7729,宝山,合租,1549.0,12.5,1990,交通不便普通,1925
7730,宝山,合租,1060.0,10.0,1860,交通一般普通,1925
7731,宝山,合租,1549.0,9.2,1790,交通不便普通,1925
7732,宝山,合租,589.0,10.4,1630,交通一般普通,1925
7733,宝山,合租,2445.0,15.2,1790,交通不便普通,1925
7734,宝山,合租,1621.0,7.5,890,交通不便普通,1925
7735,宝山,合租,488.0,12.6,2290,交通便利普通,1925
7736,宝山,合租,1050.0,7.8,1290,交通一般普通,1925
7737,宝山,合租,1621.0,11.0,1290,交通不便普通,1925
7738,宝山,合租,1621.0,11.0,1290,交通不便普通,1925
7739,宝山,合租,1621.0,11.5,1290,交通不便普通,1925
7740,宝山,合租,2445.0,11.9,1560,交通不便普通,1925
7741,宝山,合租,877.0,9.3,1590,交通一般普通,1925
7742,宝山,合租,1549.0,9.2,1660,交通不便普通,1925
7743,宝山,合租,589.0,9.7,1630,交通一般普通,1925
7744,宝山,合租,1549.0,10.4,2290,交通不便普通,1925
7745,宝山,合租,896.0,10.3,1490,交通一般普通,1925
7746,宝山,合租,1288.0,14.0,2690,交通一般普通,1925
7747,宝山,合租,1833.0,0.0,1030,交通不便普通,1925
7748,宝山,合租,651.0,10.7,1690,交通一般普通,1925
7749,宝山,合租,2387.0,12.5,1690,交通不便普通,1925
7750,宝山,合租,749.0,8.6,1490,交通一般普通,1925
7751,宝山,合租,726.0,0.0,1260,交通一般普通,1925
7752,宝山,合租,1377.0,10.0,1290,交通不便普通,1925
7753,宝山,合租,602.0,10.3,1360,交通一般普通,1925
7754,宝山,合租,452.0,7.61,1390,交通便利普通,1925
7755,宝山,合租,452.0,7.9,1390,交通便利普通,1925
7756,宝山,合租,1394.0,11.0,1790,交通不便普通,1925
7757,宝山,合租,1034.0,9.14,1760,交通一般普通,1925
7758,宝山,合租,869.0,7.6,1290,交通一般普通,1925
7759,宝山,合租,1788.0,13.0,1690,交通不便普通,1925
7760,宝山,合租,1818.0,14.4,2690,交通不便普通,1925
7761,宝山,合租,1896.0,9.2,1130,交通不便普通,1925
7762,宝山,合租,1288.0,13.9,2490,交通一般普通,1925
7763,宝山,合租,2080.0,11.0,1460,交通不便普通,1925
7764,宝山,合租,841.0,10.2,1490,交通一般普通,1925
7765,宝山,合租,1131.0,7.4,2090,交通一般普通,1925
7766,宝山,合租,1621.0,10.0,1290,交通不便普通,1925
7767,宝山,合租,1405.0,11.1,2090,交通不便普通,1925
7768,宝山,合租,1134.0,9.1,2090,交通一般普通,1925
7769,宝山,合租,2029.0,8.5,1130,交通不便普通,1925
7770,宝山,合租,1788.0,9.5,1530,交通不便普通,1925
7771,宝山,合租,2387.0,11.3,1760,交通不便普通,1925
7772,宝山,合租,1626.0,11.5,1760,交通不便普通,1925
7773,宝山,合租,1134.0,7.6,1590,交通一般普通,1925
7774,宝山,合租,2029.0,13.3,1360,交通不便普通,1925
7775,宝山,合租,1007.0,10.9,1590,交通一般普通,1925
7776,宝山,合租,1405.0,13.1,2690,交通不便普通,1925
7777,宝山,合租,2459.0,8.1,1090,交通不便普通,1925
7778,宝山,合租,711.0,9.5,1790,交通一般普通,1925
7779,宝山,合租,733.0,9.2,1760,交通一般普通,1925
7780,宝山,合租,1450.0,7.8,2090,交通不便普通,1925
7781,宝山,合租,2389.0,12.0,1730,交通不便普通,1925
